Action,Date,Ad Title/Id,Page/App
Impression,2025/10/15,856160754,Stampen
Impression,2025/10/15,856828246,espn.com
Impression,2025/10/15,856874886,collider.com
Impression,2025/10/15,858530106,independent.co.uk
Impression,2025/10/15,873877006,collider.com
Impression,2025/10/15,873914946,collider.com
Impression,2025/10/15,874071996,collider.com
Impression,2025/10/16,630772584,msn.com
Impression,2025/10/16,721835984,Stampen
Impression,2025/10/16,860883533,Stampen
Impression,2025/10/16,889736136,Samsung TV Plus FREE
Impression,2025/10/16,892406296,bbc.com
Impression,2025/10/16,892735466,Samsung TV Plus FREE
Impression,2025/10/16,905431396,Samsung TV Plus FREE
Impression,2025/10/16,908151726,Samsung TV Plus FREE
Impression,2025/10/16,908559846,Samsung TV Plus FREE
Impression,2025/10/17,648398686,runnersworld.com
Impression,2025/10/17,755711666,freep.com
Impression,2025/10/17,879879256,yahoo.com
Impression,2025/10/17,922270516,Samsung TV Plus FREE
Impression,2025/10/18,742661104,thestreet.com
Impression,2025/10/18,867154383,thestreet.com
Impression,2025/10/18,908151726,Samsung TV Plus FREE
Impression,2025/10/19,839706134,freep.com
Impression,2025/10/19,849246384,zillow.com
Impression,2025/10/20,797470116,ca.news.yahoo.com
Impression,2025/10/20,826923054,ca.news.yahoo.com
Impression,2025/10/20,827030284,ca.news.yahoo.com
Impression,2025/10/20,839252814,espn.com
Impression,2025/10/21,856846626,jalopnik.com
Impression,2025/10/21,856884186,theguardian.com
Impression,2025/10/21,856893706,huffpost.com
Impression,2025/10/21,879134833,yahoo.com
Impression,2025/10/21,925471826,upworthy.com
Impression,2025/10/22,544957983,huffpost.com
Impression,2025/10/22,737294024,huffpost.com
Impression,2025/10/22,840175634,huffpost.com
Impression,2025/10/22,856828326,huffpost.com
Impression,2025/10/22,856846636,huffpost.com
Impression,2025/10/22,856884186,huffpost.com
Impression,2025/10/22,869807174,buzzfeed.com
Impression,2025/10/22,874071996,huffpost.com
Impression,2025/10/22,889339106,yahoo.com
Impression,2025/10/22,923626566,huffpost.com
Impression,2025/10/22,925356926,huffpost.com
Impression,2025/10/22,925461906,huffpost.com
Impression,2025/10/22,925471826,huffpost.com
Impression,2025/10/22,930354076,buzzfeed.com
Impression,2025/10/23,839444404,mail.yahoo.com
Impression,2025/10/23,855978674,yahoo.com
Impression,2025/10/23,858580206,thegamer.com
Impression,2025/10/23,867154383,ca.finance.yahoo.com
Impression,2025/10/23,878737633,decider.com
Impression,2025/10/23,907979736,forbes.com
Impression,2025/10/24,870038674,buzzfeed.com
Impression,2025/10/24,870138364,freep.com
Impression,2025/10/24,870138364,yahoo.com
Impression,2025/10/24,879879256,freep.com
Impression,2025/10/24,928663826,yahoo.com
Impression,2025/10/25,734149274,newsweek.com
Impression,2025/10/25,742661104,finance.yahoo.com
Impression,2025/10/25,858520226,huffpost.com
Impression,2025/10/25,858560086,huffpost.com
Impression,2025/10/25,858580226,yahoo.com
Impression,2025/10/25,869863284,Sudoku.com
Impression,2025/10/26,709316996,mail.yahoo.com
Impression,2025/10/26,878816903,Samsung TV Plus FREE
Impression,2025/10/26,899684746,yahoo.com
Impression,2025/10/26,935894936,yahoo.com
Impression,2025/10/27,727172936,espn.com
Impression,2025/10/27,751976596,yahoo.com
Impression,2025/10/27,797207166,espn.com
Impression,2025/10/27,855978674,yahoo.com
Impression,2025/10/27,858440576,yahoo.com
Impression,2025/10/27,870057894,yahoo.com
Impression,2025/10/27,898456296,espn.com
Impression,2025/10/27,908151726,Samsung TV Plus FREE
Impression,2025/10/27,922299776,Samsung TV Plus FREE
Impression,2025/10/27,928633716,yahoo.com
Impression,2025/10/27,935787806,skinnytaste.com
Impression,2025/10/28,827030284,yahoo.com
Impression,2025/10/28,827076454,jalopnik.com
Impression,2025/10/28,835524556,Samsung TV Plus FREE
Impression,2025/10/28,860834093,yahoo.com
Impression,2025/10/28,870000154,techcrunch.com
Impression,2025/10/28,889736136,Samsung TV Plus FREE
Impression,2025/10/28,892735456,Samsung TV Plus FREE
Impression,2025/10/28,902136473,Samsung TV Plus FREE
Impression,2025/10/28,904265973,jalopnik.com
Impression,2025/10/28,905323676,Samsung TV Plus FREE
Impression,2025/10/28,905431396,Samsung TV Plus FREE
Impression,2025/10/28,914373163,techcrunch.com
Impression,2025/10/28,922072436,Samsung TV Plus FREE
Impression,2025/10/28,925516096,jalopnik.com
Impression,2025/10/28,938134456,Samsung TV Plus FREE
Impression,2025/10/29,904517233,techcrunch.com
Impression,2025/10/29,925356836,techcrunch.com
Impression,2025/10/30,826923054,techcrunch.com
Impression,2025/10/30,856893686,nbcnews.com
Impression,2025/10/30,856893706,nbcnews.com
Impression,2025/10/30,860834093,techcrunch.com
Impression,2025/10/30,870000154,techcrunch.com
Impression,2025/10/30,878816903,Samsung TV Plus FREE
Impression,2025/10/30,879879256,yahoo.com
Impression,2025/10/30,889339106,yahoo.com
Impression,2025/10/30,905460066,Samsung TV Plus FREE
Impression,2025/10/30,908765206,nbcnews.com
Impression,2025/10/30,925356836,nbcnews.com
Impression,2025/10/30,925516096,nbcnews.com
Impression,2025/10/31,867144673,thestreet.com
Impression,2025/10/31,867154383,thestreet.com
Impression,2025/10/31,873914946,merriam-webster.com
Impression,2025/10/31,873914946,thestreet.com
Impression,2025/10/31,908765206,thestreet.com
Impression,2025/10/31,914566133,merriam-webster.com
Impression,2025/10/31,921236396,Sudoku.com
Impression,2025/10/31,925316946,merriam-webster.com
Impression,2025/10/31,925316946,people.com
Impression,2025/10/31,925495576,yahoo.com
Impression,2025/10/31,942385466,techcrunch.com
Impression,2025/11/01,856828246,nypost.com
Impression,2025/11/01,908765206,king5.com
Impression,2025/11/01,908765206,msnbc.com
Impression,2025/11/02,544957983,quora.com
Impression,2025/11/02,820430693,Samsung TV Plus FREE
Impression,2025/11/02,820449953,Samsung TV Plus FREE
Impression,2025/11/02,856884186,tomshardware.com
Impression,2025/11/02,878816903,g15147002586
Impression,2025/11/02,904501093,Samsung TV Plus FREE
Impression,2025/11/02,905460066,Samsung TV Plus FREE
Impression,2025/11/02,908384816,g15147002586
Impression,2025/11/02,908559846,Samsung TV Plus FREE
Impression,2025/11/03,870000154,yahoo.com
Impression,2025/11/03,878737633,mail.yahoo.com
Impression,2025/11/03,878816903,OneFOX
Impression,2025/11/03,914264093,yahoo.com
Impression,2025/11/03,914566133,yahoo.com
Impression,2025/11/03,914655773,yahoo.com
Impression,2025/11/03,940594396,yahoo.com
Impression,2025/11/04,860834093,yahoo.com
Impression,2025/11/04,860883533,yahoo.com
Impression,2025/11/05,752020476,nbcnews.com
Impression,2025/11/05,870000154,nbcnews.com
Impression,2025/11/05,873914946,cbssports.com
Impression,2025/11/05,886660574,nbcnews.com
Impression,2025/11/05,904265973,cbssports.com
Impression,2025/11/05,942385466,ebay.com
Impression,2025/11/06,767104524,Samsung TV Plus FREE
Impression,2025/11/06,895540984,dailymail.co.uk
Impression,2025/11/06,904360613,yahoo.com
Impression,2025/11/06,923626566,dailymail.co.uk
Impression,2025/11/06,923666066,dailymail.co.uk
Impression,2025/11/06,925356836,dailymail.co.uk
Impression,2025/11/06,925461906,dailymail.co.uk
Impression,2025/11/06,925471826,usatoday.com
Impression,2025/11/06,946363086,theverge.com
Impression,2025/11/07,767154534,Samsung TV Plus FREE
Impression,2025/11/07,873879446,nypost.com
Impression,2025/11/07,878816903,Samsung TV Plus FREE
Impression,2025/11/07,879879256,yahoo.com
Impression,2025/11/07,889339106,mail.yahoo.com
Impression,2025/11/07,895675254,mail.yahoo.com
Impression,2025/11/07,898496426,AP news
Impression,2025/11/07,902136473,Samsung TV Plus FREE
Impression,2025/11/07,904296073,androidauthority.com
Impression,2025/11/07,904450483,parade.com
Impression,2025/11/07,922029756,Samsung TV Plus FREE
Impression,2025/11/07,925495576,AP news
Impression,2025/11/07,946363086,AP news
Impression,2025/11/08,826923054,pcmag.com
Impression,2025/11/08,840116024,pcmag.com
Impression,2025/11/08,925455836,pcmag.com
Impression,2025/11/08,925455836,yahoo.com
Impression,2025/11/09,544957973,yahoo.com
Impression,2025/11/09,854226303,yahoo.com
Impression,2025/11/09,855610864,nypost.com
Impression,2025/11/09,856846626,mail.yahoo.com
Impression,2025/11/09,878816903,Samsung TV Plus FREE
