Name,Url,Authority,Started On,Finished On,License Number
Microsoft AI Tour - New York,https://globalai.community/badges/8d3004d8-6be1-4727-a8a8-d7b10573a39c/,Global AI Community,Jan 2024,,8d3004d8-6be1-4727-a8a8-d7b10573a39c
